Age,Gender,Annual Income,Monthly Income,Employment Status,Years of Employment,Education,Marital Status,Loan Amount,Loan Purpose,Interest Rate,Loan Term,Credit Score,Debt-to-Income Ratio,Number of Existing Loans,Number of Credit Cards,Previous Loan Defaults,Savings Balance,Monthly Expenses,Property Ownership,Dependents,Risk Level
51,Male,219200.0,18266.67,Employed,,Master,Married,45000.0,Debt Consolidation,8.88,24,776.0,,3,8,0,102100.0,8772.76,Mortgage,0,Low Risk
60,Female,96700.0,8058.33,Employed,30.4,Bachelor,Married,9100.0,Auto,13.09,60,706.0,0.14,2,3,0,8100.0,2244.07,Mortgage,0,Low Risk
42,Female,136800.0,11400.0,Employed,7.8,Master,Divorced,17300.0,Debt Consolidation,5.95,24,850.0,0.06,0,4,0,27300.0,4055.7,Own,0,Low Risk
60,Female,133200.0,11100.0,Employed,11.2,Bachelor,Single,22200.0,Home Improvement,5.92,60,805.0,0.19,3,6,0,50000.0,5595.03,Own,0,Low Risk
64,Female,131800.0,10983.33,Self-Employed,5.3,Master,Married,7300.0,Home Improvement,13.56,24,664.0,0.09,0,1,0,8800.0,4586.35,Rent,0,Medium Risk
34,Male,52400.0,4366.67,Employed,13.4,High School,Married,15400.0,Debt Consolidation,13.49,36,585.0,0.14,1,4,0,1600.0,2158.74,Mortgage,2,Medium Risk
22,Female,126100.0,10508.33,Employed,0.6,Bachelor,Widowed,20400.0,Home Improvement,14.63,12,595.0,0.05,0,6,0,3300.0,4647.1,Rent,2,Medium Risk
69,Male,38000.0,3166.67,Retired,37.0,Bachelor,Single,3800.0,Home Improvement,8.08,12,754.0,0.29,1,6,0,7900.0,2150.29,Mortgage,0,Low Risk
66,Female,52600.0,4383.33,Self-Employed,12.8,Bachelor,Married,13500.0,Home Improvement,7.33,24,794.0,0.18,1,6,0,28300.0,3153.71,Mortgage,1,Low Risk
66,Female,141900.0,11825.0,Employed,44.9,Master,Divorced,33500.0,Business,19.81,60,634.0,0.16,2,4,0,36900.0,5627.51,Mortgage,0,Low Risk
28,Male,110000.0,9166.67,Employed,9.6,Master,Married,13000.0,Debt Consolidation,20.02,60,512.0,0.17,3,2,0,600.0,2759.84,Mortgage,0,Medium Risk
62,Female,137600.0,11466.67,Employed,42.3,Master,Single,44400.0,Debt Consolidation,5.07,36,850.0,0.12,1,7,0,14900.0,4073.52,Mortgage,0,Low Risk
64,Male,52300.0,4358.33,Employed,5.0,Associate,Married,3600.0,Business,10.72,36,672.0,0.19,1,2,0,1400.0,1543.88,Rent,0,Medium Risk
45,Female,9500.0,791.67,Unemployed,0.0,Bachelor,Married,2500.0,Auto,12.92,36,674.0,0.7,1,6,0,0.0,1859.63,Mortgage,2,High Risk
69,Female,40300.0,3358.33,Retired,42.0,Bachelor,Married,5400.0,Debt Consolidation,9.29,36,762.0,0.17,1,4,0,19400.0,1272.36,Mortgage,0,Low Risk
43,Female,174400.0,14533.33,Employed,20.1,Master,Single,26000.0,Personal,9.18,12,770.0,0.07,1,3,0,43600.0,4348.27,Rent,1,Low Risk
23,Female,116300.0,9691.67,Employed,1.8,Bachelor,Widowed,9700.0,Home Improvement,18.51,36,577.0,0.1,1,1,0,29800.0,3729.21,Rent,0,Medium Risk
25,Female,50800.0,4233.33,Employed,0.6,Bachelor,Divorced,23900.0,Personal,17.01,60,664.0,0.19,1,5,0,5600.0,2201.99,Rent,1,Medium Risk
40,Non-Binary,50000.0,4166.67,Employed,18.7,High School,Divorced,26400.0,Personal,16.78,24,589.0,0.21,1,6,1,500.0,2423.76,Rent,1,High Risk
45,Female,159300.0,13275.0,Employed,26.4,Bachelor,Widowed,33500.0,Personal,13.23,36,711.0,0.05,0,2,1,9900.0,5009.97,Mortgage,0,Medium Risk
44,Female,50100.0,4175.0,Self-Employed,11.4,High School,Single,20700.0,Education,14.73,36,611.0,0.12,0,4,0,34300.0,2671.76,Mortgage,2,Medium Risk
53,Female,47900.0,3991.67,Employed,9.2,High School,Divorced,5600.0,Home Improvement,11.18,24,694.0,0.14,1,2,0,6900.0,2392.59,Mortgage,1,Low Risk
53,Female,151100.0,12591.67,Employed,,Bachelor,Married,15800.0,Debt Consolidation,17.43,12,598.0,0.05,0,1,0,800.0,5653.88,Mortgage,0,Medium Risk
37,Female,79800.0,6650.0,Employed,0.7,Master,Married,6400.0,Debt Consolidation,19.63,36,550.0,0.14,0,7,3,7900.0,3001.38,Rent,2,High Risk
60,Female,76900.0,6408.33,Employed,35.8,Associate,Married,13900.0,Debt Consolidation,7.52,12,785.0,0.07,1,3,0,26300.0,2626.58,Rent,1,Low Risk
31,Female,144100.0,12008.33,Employed,10.2,Bachelor,Widowed,13000.0,Debt Consolidation,7.71,24,762.0,0.06,0,3,0,67100.0,4669.42,Rent,1,Low Risk
62,Female,85500.0,7125.0,Employed,10.9,Associate,Married,3700.0,Personal,9.07,36,727.0,0.13,1,5,0,,2573.25,Mortgage,0,Low Risk
75,Female,41800.0,3483.33,Retired,19.0,Bachelor,Divorced,4600.0,Debt Consolidation,5.35,24,810.0,,0,8,0,11600.0,3018.44,Mortgage,2,Low Risk
64,Female,5400.0,450.0,Unemployed,0.0,Bachelor,Divorced,4700.0,Education,9.18,24,768.0,0.7,1,6,0,1300.0,1052.26,Mortgage,0,High Risk
52,Male,48500.0,4041.67,Employed,12.7,High School,Married,11500.0,Personal,11.47,24,738.0,0.11,0,5,0,2700.0,2532.36,Own,2,Low Risk
75,Male,34500.0,2875.0,Retired,37.0,Master,Married,3400.0,Education,14.84,12,625.0,0.23,1,2,0,200.0,2497.91,Mortgage,1,High Risk
34,Female,211300.0,17608.33,Employed,4.4,Doctorate,Married,30400.0,Education,9.83,36,677.0,0.06,0,1,0,400.0,4562.55,Mortgage,1,Medium Risk
40,Male,118400.0,9866.67,Employed,0.9,Bachelor,Divorced,20100.0,Debt Consolidation,23.57,60,550.0,0.05,0,3,0,1600.0,5668.17,Mortgage,3,High Risk
74,Male,35500.0,2958.33,Retired,34.0,Master,Married,6600.0,Home Improvement,8.65,36,795.0,0.1,0,9,0,10300.0,1539.43,Mortgage,0,Low Risk
68,Female,62100.0,5175.0,Retired,33.0,Master,Married,14200.0,Personal,10.21,60,757.0,0.14,1,4,0,32000.0,2516.46,Mortgage,0,Low Risk
71,Female,24800.0,2066.67,Retired,15.0,Associate,Married,5900.0,Debt Consolidation,12.79,60,695.0,0.13,0,3,0,300.0,986.32,Rent,0,Medium Risk
42,Non-Binary,62700.0,5225.0,Employed,20.9,High School,Married,13600.0,Home Improvement,10.23,60,687.0,0.09,0,2,0,12200.0,2600.79,Rent,0,Medium Risk
46,Male,7500.0,625.0,Unemployed,0.0,Bachelor,Married,4600.0,Education,15.92,36,656.0,0.25,0,2,0,3600.0,1936.81,Rent,3,High Risk
30,Female,75300.0,6275.0,Employed,4.4,Master,Married,3800.0,Auto,12.71,36,692.0,0.08,0,2,0,5400.0,3041.06,Rent,2,Low Risk
56,Male,8900.0,741.67,Unemployed,0.0,Master,Single,2900.0,Debt Consolidation,22.43,60,536.0,0.56,1,2,1,100.0,1268.62,Rent,1,High Risk
67,Female,30400.0,2533.33,Retired,36.0,Master,Single,2100.0,Home Improvement,14.61,24,649.0,0.3,1,6,2,,1890.52,Mortgage,1,High Risk
37,Female,42300.0,3525.0,Employed,11.9,Associate,Married,10000.0,Business,15.36,12,588.0,0.15,1,7,0,2400.0,2468.88,Mortgage,2,Medium Risk
68,Female,53100.0,4425.0,Retired,22.0,Bachelor,Divorced,20800.0,Business,6.76,60,850.0,0.17,1,4,0,30600.0,3082.12,Mortgage,1,Low Risk
22,Male,76900.0,6408.33,Employed,1.4,Bachelor,Married,10700.0,Education,11.18,60,730.0,0.08,1,6,0,500.0,2585.46,Rent,0,Medium Risk
46,Male,129600.0,10800.0,Employed,20.7,Bachelor,Married,7400.0,Home Improvement,14.69,60,739.0,0.1,0,1,0,1500.0,4798.33,Own,1,Low Risk
25,Female,10000.0,833.33,Unemployed,0.0,Doctorate,Single,4700.0,Debt Consolidation,22.37,36,502.0,0.7,2,4,2,400.0,1351.64,Rent,1,High Risk
70,Female,7000.0,583.33,Unemployed,0.0,High School,Single,3500.0,Education,12.91,60,676.0,0.7,1,6,3,800.0,890.59,Own,0,High Risk
30,Male,66500.0,5541.67,Self-Employed,5.0,Associate,Single,20800.0,Debt Consolidation,12.17,60,696.0,0.17,2,4,0,2100.0,3563.63,Own,3,Medium Risk
56,Female,37900.0,3158.33,Employed,5.8,High School,Married,7000.0,Debt Consolidation,12.37,36,722.0,0.15,1,3,0,2300.0,1791.83,Mortgage,0,Low Risk
54,Male,145200.0,12100.0,Employed,19.2,Bachelor,Married,3800.0,Auto,13.77,60,706.0,0.11,1,2,0,16600.0,6219.65,Own,2,Low Risk
69,Male,28200.0,2350.0,Retired,33.0,Master,Single,3700.0,Home Improvement,13.33,60,682.0,0.21,1,1,0,200.0,1539.31,Own,0,Medium Risk
27,Female,14300.0,1191.67,Unemployed,0.0,High School,Single,4400.0,Debt Consolidation,23.13,36,535.0,0.2,0,3,1,800.0,1509.12,Rent,0,High Risk
46,Male,164200.0,13683.33,Self-Employed,7.1,Bachelor,Married,65400.0,Auto,17.26,12,662.0,0.1,0,2,0,1800.0,5601.89,Mortgage,0,High Risk
27,Male,98100.0,8175.0,Employed,5.4,Bachelor,Single,4400.0,Education,13.42,24,701.0,0.12,1,7,1,55400.0,2415.86,Mortgage,0,Medium Risk
23,Female,263700.0,21975.0,Employed,1.3,Doctorate,Widowed,53100.0,Home Improvement,10.24,12,730.0,0.09,2,4,0,83400.0,9266.85,Rent,0,Low Risk
40,Female,58800.0,4900.0,Self-Employed,3.1,Bachelor,Married,6900.0,Education,18.89,60,574.0,0.1,0,5,0,11300.0,2121.85,Rent,0,Medium Risk
29,Male,115900.0,9658.33,Employed,8.5,Bachelor,Married,24200.0,Debt Consolidation,24.81,60,528.0,0.13,2,5,1,8100.0,5227.83,Mortgage,2,High Risk
23,Male,52100.0,4341.67,Employed,4.2,High School,Married,19500.0,Business,22.8,24,566.0,0.44,5,2,1,33800.0,2256.68,Rent,0,High Risk
18,Female,10400.0,866.67,Unemployed,0.0,Bachelor,Married,3400.0,Personal,21.51,24,527.0,0.45,0,7,0,800.0,838.02,Rent,0,High Risk
37,Male,65100.0,5425.0,Employed,5.4,High School,Married,2700.0,Home Improvement,13.27,36,609.0,0.12,0,4,1,8200.0,2383.82,Rent,1,Medium Risk
71,Male,128500.0,10708.33,Self-Employed,14.2,Bachelor,Widowed,13500.0,Home Improvement,7.42,36,789.0,0.07,0,10,0,13600.0,3435.1,Own,0,Low Risk
62,Male,57400.0,4783.33,Employed,3.4,Bachelor,Divorced,6400.0,Home Improvement,8.34,60,773.0,0.27,1,9,0,15300.0,2568.99,Mortgage,0,Low Risk
45,Male,198800.0,16566.67,Employed,6.5,Master,Married,14900.0,Home Improvement,9.7,24,731.0,0.05,0,2,0,29600.0,4993.61,Mortgage,3,Low Risk
52,Female,99300.0,8275.0,Self-Employed,16.8,Bachelor,Single,21000.0,Home Improvement,7.71,60,768.0,0.12,0,5,0,62000.0,3479.83,Rent,2,Low Risk
20,Female,62300.0,5191.67,Employed,1.0,Bachelor,Widowed,22000.0,Home Improvement,24.97,36,553.0,0.05,0,2,0,4900.0,2596.65,Rent,0,Medium Risk
53,Female,98500.0,8208.33,Employed,24.2,Master,Married,52300.0,Debt Consolidation,9.75,36,714.0,0.08,0,4,0,28200.0,4556.48,Mortgage,3,Low Risk
34,Male,8000.0,666.67,Retired,15.0,High School,Divorced,2800.0,Auto,24.2,24,537.0,0.34,1,1,1,600.0,1172.82,Mortgage,0,High Risk
61,Male,106400.0,8866.67,Self-Employed,38.3,Bachelor,Single,18100.0,Debt Consolidation,11.76,24,698.0,0.12,0,6,1,18300.0,4677.86,Mortgage,0,Medium Risk
67,Female,63500.0,5291.67,Retired,36.0,Master,Widowed,2900.0,Business,11.48,36,698.0,0.12,0,6,0,22400.0,3147.27,Rent,1,Low Risk
58,Male,47600.0,3966.67,Employed,14.0,High School,Divorced,12600.0,Education,9.4,36,701.0,0.14,0,5,0,5100.0,2445.99,Mortgage,0,Low Risk
43,Female,55100.0,4591.67,Employed,11.8,High School,Divorced,11400.0,Debt Consolidation,12.42,36,705.0,0.12,0,7,0,31600.0,2691.51,Mortgage,1,Low Risk
34,Male,26600.0,2216.67,Employed,11.2,High School,Married,3500.0,Auto,11.24,36,700.0,0.16,0,6,0,4400.0,1736.57,Own,1,Low Risk
38,Female,93000.0,7750.0,Employed,13.1,Associate,Married,5400.0,Debt Consolidation,8.95,60,795.0,0.29,3,10,0,45500.0,4923.51,Mortgage,2,Low Risk
75,Male,93300.0,7775.0,Retired,31.0,Doctorate,Married,21600.0,Business,8.37,36,742.0,0.16,2,4,0,9900.0,4153.97,Mortgage,0,Low Risk
26,Female,38700.0,3225.0,Employed,5.3,High School,Divorced,6100.0,Business,15.94,36,650.0,0.09,0,7,1,5900.0,1853.33,Mortgage,1,High Risk
43,Non-Binary,236000.0,19666.67,Employed,0.9,Doctorate,Single,32100.0,Debt Consolidation,7.99,12,761.0,0.06,0,3,0,125300.0,5500.47,Rent,2,Low Risk
57,Female,102200.0,8516.67,Self-Employed,16.4,Bachelor,Single,20300.0,Personal,12.85,36,708.0,0.09,1,3,0,27500.0,4008.95,Own,0,Low Risk
68,Female,55200.0,4600.0,Retired,17.0,Bachelor,Single,7600.0,Education,8.01,36,748.0,0.41,5,1,0,12900.0,1893.78,Mortgage,0,Low Risk
23,Male,48200.0,4016.67,Employed,1.8,High School,Single,2200.0,Business,23.98,24,469.0,0.22,2,3,1,12000.0,2251.17,Rent,0,High Risk
57,Female,229100.0,19091.67,Employed,3.3,Doctorate,Married,60500.0,Personal,9.93,36,722.0,0.11,1,2,0,69300.0,8000.63,Mortgage,1,Low Risk
28,Female,72100.0,6008.33,Employed,,Associate,Single,3700.0,Home Improvement,15.13,12,613.0,0.09,1,7,0,31200.0,3532.1,Rent,1,Medium Risk
72,Male,9800.0,816.67,Retired,42.0,High School,Married,3900.0,Debt Consolidation,11.17,12,714.0,0.7,2,3,1,2200.0,1395.35,Rent,0,High Risk
41,Male,164200.0,13683.33,Employed,11.4,Bachelor,Single,49700.0,Debt Consolidation,17.46,60,595.0,0.11,0,5,3,2300.0,4648.24,Mortgage,0,High Risk
68,Female,71800.0,5983.33,Retired,31.0,Master,Divorced,3100.0,Auto,7.72,12,792.0,0.19,1,8,0,15100.0,3373.46,Rent,0,Low Risk
62,Male,167800.0,13983.33,Employed,43.4,Master,Divorced,13700.0,Home Improvement,9.49,24,679.0,0.13,2,7,0,3900.0,4478.83,Rent,0,Low Risk
35,Female,59400.0,4950.0,Employed,6.3,Bachelor,Divorced,10600.0,Education,15.26,60,651.0,0.11,1,1,0,16100.0,2312.81,Rent,0,Medium Risk
64,Male,50500.0,4208.33,Employed,14.9,High School,Single,5100.0,Debt Consolidation,17.24,60,655.0,0.17,1,2,0,7100.0,2399.81,Mortgage,0,Low Risk
43,Male,84900.0,7075.0,Employed,15.9,Bachelor,Single,2900.0,Home Improvement,10.46,60,694.0,0.13,0,6,0,12200.0,3526.58,Rent,0,Low Risk
74,Female,7500.0,625.0,Retired,26.0,High School,Widowed,3900.0,Debt Consolidation,16.61,60,618.0,0.14,0,1,1,200.0,696.15,Own,0,High Risk
55,Male,100000.0,8333.33,Retired,16.0,Doctorate,Married,6500.0,Debt Consolidation,15.83,36,668.0,0.11,0,6,0,17000.0,5066.33,Rent,3,Medium Risk
46,Female,160800.0,13400.0,Employed,9.9,Bachelor,Married,3200.0,Home Improvement,22.78,12,551.0,0.09,1,3,0,20100.0,5639.5,Rent,2,Medium Risk
29,Male,137300.0,11441.67,Employed,1.5,Master,Widowed,19300.0,Home Improvement,23.07,36,518.0,0.08,0,3,1,20400.0,4885.02,Own,0,Medium Risk
18,Male,81000.0,6750.0,Self-Employed,0.0,Bachelor,Married,12000.0,Education,19.85,60,650.0,0.14,1,3,0,18700.0,2164.01,Rent,0,Medium Risk
58,Female,14500.0,1208.33,Unemployed,0.0,Bachelor,Widowed,4200.0,Home Improvement,19.29,60,664.0,0.3,1,3,0,4800.0,1185.55,Rent,0,High Risk
34,Male,62100.0,5175.0,Employed,13.6,High School,Married,8200.0,Education,18.0,36,593.0,0.12,0,5,0,2700.0,1827.94,Rent,0,Medium Risk
49,Female,29600.0,2466.67,Employed,4.3,High School,Married,6100.0,Education,6.56,12,796.0,0.28,1,8,0,11100.0,1809.47,Mortgage,0,Low Risk
55,Male,140100.0,11675.0,Employed,3.8,Bachelor,Married,56800.0,Auto,13.36,36,697.0,0.09,0,2,0,17300.0,5013.05,Mortgage,0,Low Risk
20,Female,13400.0,1116.67,Unemployed,0.0,Bachelor,Widowed,4500.0,Home Improvement,24.66,36,558.0,0.7,2,3,0,3100.0,1260.99,Rent,1,High Risk
33,Female,150000.0,12500.0,Employed,12.6,Bachelor,Divorced,36400.0,Personal,13.46,36,658.0,0.1,0,7,0,26700.0,3892.32,Own,0,Medium Risk
49,Male,107200.0,8933.33,Employed,29.2,Bachelor,Divorced,13600.0,Auto,12.51,60,715.0,0.07,1,3,0,38900.0,5032.16,Mortgage,1,Low Risk
46,Female,78200.0,6516.67,Employed,8.6,Associate,Married,39500.0,Home Improvement,17.34,36,666.0,0.08,0,1,0,1300.0,2767.36,Rent,1,Medium Risk
58,Female,61100.0,5091.67,Employed,4.3,High School,Single,3500.0,Business,12.79,12,709.0,0.22,1,7,0,,2357.89,Mortgage,0,Low Risk
31,Male,111400.0,9283.33,Employed,9.1,Master,Single,14000.0,Business,10.73,24,704.0,0.18,2,7,0,10600.0,4036.04,Own,1,Low Risk
32,Male,10300.0,858.33,Unemployed,0.0,Associate,Single,2800.0,Debt Consolidation,21.18,36,441.0,0.13,0,2,1,300.0,1268.06,Own,1,High Risk
28,Male,29800.0,2483.33,Employed,4.3,High School,Single,4400.0,Home Improvement,15.78,36,586.0,,1,5,0,1600.0,2008.77,Own,0,Medium Risk
45,Female,96300.0,8025.0,Employed,8.5,Associate,Married,3200.0,Home Improvement,13.68,60,653.0,0.11,1,3,0,300.0,4620.53,Mortgage,3,Medium Risk
63,Female,50600.0,4216.67,Employed,34.1,Associate,Single,3000.0,Debt Consolidation,17.54,60,660.0,0.2,2,6,0,10200.0,2293.32,Rent,0,Medium Risk
43,Male,172900.0,14408.33,Employed,6.9,Master,Married,26100.0,Home Improvement,10.06,60,694.0,0.08,0,3,0,1400.0,4599.43,Mortgage,2,Medium Risk
19,Female,31000.0,2583.33,Self-Employed,1.0,High School,Married,2900.0,Home Improvement,14.7,12,645.0,0.38,3,5,0,16800.0,1766.41,Rent,0,Medium Risk
52,Male,163900.0,13658.33,Employed,6.7,Bachelor,Divorced,11700.0,Auto,18.49,60,657.0,0.08,1,4,0,1100.0,5041.37,Mortgage,1,Medium Risk
43,Female,92300.0,7691.67,Employed,16.3,Bachelor,Widowed,34800.0,Debt Consolidation,8.64,24,795.0,0.14,1,7,0,26200.0,3299.2,Mortgage,0,Low Risk
24,Male,95100.0,7925.0,Employed,0.8,Bachelor,Single,5300.0,Debt Consolidation,19.05,12,514.0,0.05,0,3,1,3700.0,3221.12,Mortgage,1,High Risk
64,Male,6700.0,558.33,Unemployed,0.0,Bachelor,Married,2700.0,Home Improvement,22.07,36,531.0,0.46,0,5,1,200.0,922.54,Rent,0,High Risk
64,Female,21700.0,1808.33,Employed,9.5,High School,Married,2300.0,Auto,6.46,12,770.0,0.15,0,6,0,7700.0,1297.19,Own,1,Low Risk
69,Female,21100.0,1758.33,Retired,40.0,Bachelor,Divorced,3600.0,Debt Consolidation,6.86,12,767.0,0.2,1,3,0,9200.0,1363.71,Own,0,Low Risk
53,Female,89600.0,7466.67,Employed,3.7,Bachelor,Married,14200.0,Home Improvement,11.31,24,677.0,0.1,0,4,0,800.0,4573.86,Rent,2,Medium Risk
25,Female,131900.0,10991.67,Employed,0.8,Doctorate,Single,12800.0,Debt Consolidation,15.21,60,732.0,0.1,0,6,0,15900.0,5628.92,Rent,2,Low Risk
59,Female,27600.0,2300.0,Retired,40.0,Bachelor,Divorced,2600.0,Education,8.58,36,754.0,0.24,1,10,0,7200.0,1525.05,Rent,0,Low Risk
75,Male,7800.0,650.0,Retired,24.0,High School,Married,4000.0,Education,13.15,24,625.0,0.27,0,3,0,400.0,1309.62,Rent,0,High Risk
61,Male,41300.0,3441.67,Employed,32.9,High School,Single,15800.0,Home Improvement,16.94,12,653.0,0.49,3,6,0,9400.0,1653.48,Rent,1,High Risk
20,Female,35900.0,2991.67,Self-Employed,1.1,High School,Divorced,2000.0,Business,23.02,24,531.0,0.18,1,1,3,1000.0,1746.87,Mortgage,0,High Risk
68,Non-Binary,9200.0,766.67,Retired,29.0,High School,Divorced,4600.0,Debt Consolidation,18.41,36,662.0,0.7,1,7,0,1400.0,1400.34,Mortgage,0,High Risk
40,Non-Binary,61500.0,5125.0,Employed,13.4,High School,Single,13800.0,Debt Consolidation,16.27,24,587.0,0.13,0,7,0,200.0,3765.16,Rent,4,High Risk
46,Male,25800.0,2150.0,Employed,,High School,Single,8000.0,Debt Consolidation,13.41,24,641.0,0.29,0,7,1,3800.0,1807.57,Rent,2,High Risk
33,Female,8000.0,666.67,Unemployed,0.0,Associate,Divorced,2500.0,Debt Consolidation,22.38,36,571.0,0.31,0,3,0,400.0,1653.09,Mortgage,2,High Risk
58,Female,12000.0,1000.0,Unemployed,0.0,Bachelor,Single,4800.0,Auto,15.83,60,659.0,0.7,1,7,0,1100.0,885.34,Rent,0,High Risk
48,Female,220500.0,18375.0,Employed,24.4,Master,Single,39000.0,Personal,9.56,12,679.0,0.05,0,3,0,33400.0,6643.21,Mortgage,0,Low Risk
50,Male,61900.0,5158.33,Employed,29.7,Bachelor,Single,12500.0,Home Improvement,19.34,60,657.0,0.09,0,2,0,800.0,2062.74,Rent,0,Medium Risk
71,Female,29300.0,2441.67,Retired,35.0,Bachelor,Single,3400.0,Auto,11.39,36,672.0,,1,1,0,2200.0,1249.51,Rent,0,Medium Risk
32,Male,168900.0,14075.0,Employed,12.7,Master,Single,14700.0,Education,12.31,24,677.0,0.19,3,7,0,20400.0,5851.74,Rent,0,Low Risk
36,Male,11100.0,925.0,Unemployed,0.0,Master,Married,4600.0,Home Improvement,22.08,36,562.0,0.65,1,6,0,500.0,2620.84,Rent,4,High Risk
56,Female,113000.0,9416.67,Employed,23.9,Bachelor,Married,36500.0,Personal,15.67,24,597.0,0.11,2,3,0,20300.0,4456.66,Own,0,Medium Risk
27,Male,72800.0,6066.67,Self-Employed,3.7,Associate,Married,24000.0,Home Improvement,12.44,36,698.0,0.08,0,2,0,36500.0,3295.4,Mortgage,0,Low Risk
57,Male,13900.0,1158.33,Unemployed,0.0,Associate,Single,4300.0,Education,15.1,36,654.0,0.37,0,7,0,800.0,1199.56,Mortgage,0,High Risk
59,Male,55100.0,4591.67,Employed,4.4,Associate,Married,13000.0,Debt Consolidation,10.74,12,733.0,0.05,0,2,0,11900.0,2607.62,Rent,0,Low Risk
41,Female,53600.0,4466.67,Employed,9.2,High School,Single,7500.0,Home Improvement,8.58,12,763.0,0.17,0,7,0,14400.0,1976.63,Mortgage,0,Low Risk
28,Female,274200.0,22850.0,Employed,1.0,Doctorate,Married,48600.0,Debt Consolidation,15.85,60,,0.08,0,1,0,68700.0,8514.6,Own,2,Low Risk
54,Female,62900.0,5241.67,Employed,22.1,High School,Divorced,5700.0,Home Improvement,7.85,24,796.0,0.24,2,4,0,29600.0,2759.98,Rent,2,Low Risk
66,Female,14100.0,1175.0,Retired,32.0,High School,Married,4900.0,Personal,12.84,36,738.0,0.25,0,6,0,6300.0,868.83,Rent,0,Medium Risk
68,Male,8300.0,691.67,Retired,30.0,High School,Married,3700.0,Home Improvement,9.57,12,721.0,0.7,1,7,0,3400.0,1281.03,Mortgage,1,Medium Risk
46,Male,163200.0,13600.0,Employed,19.2,Bachelor,Divorced,29500.0,Education,9.66,24,707.0,0.1,2,1,0,132300.0,7768.12,Mortgage,4,Low Risk
49,Male,69600.0,5800.0,Employed,23.1,Associate,Married,20700.0,Home Improvement,16.03,60,,0.15,1,6,0,10800.0,2586.44,Own,0,Medium Risk
38,Female,52200.0,4350.0,Employed,19.4,Associate,Single,4900.0,Business,18.12,12,637.0,0.24,2,1,0,31800.0,2233.61,Rent,2,Medium Risk
44,Male,61500.0,5125.0,Employed,21.5,High School,Married,7300.0,Education,15.51,60,627.0,0.1,0,6,1,9800.0,2054.4,Mortgage,1,Medium Risk
39,Male,47300.0,3941.67,Self-Employed,2.6,High School,Divorced,4100.0,Debt Consolidation,16.19,60,581.0,0.09,0,5,0,6500.0,2973.69,Rent,2,Medium Risk
24,Male,40200.0,3350.0,Employed,3.1,High School,Divorced,2600.0,Personal,17.34,24,645.0,0.12,1,1,1,4400.0,2135.42,Rent,0,Medium Risk
71,Male,16700.0,1391.67,Retired,31.0,Associate,Divorced,4600.0,Education,7.46,24,786.0,0.33,0,10,0,7000.0,1214.84,Rent,0,Low Risk
59,Male,96400.0,8033.33,Employed,23.2,Bachelor,Single,15200.0,Debt Consolidation,10.96,36,710.0,0.1,0,5,0,6700.0,2855.14,Mortgage,0,Low Risk
22,Male,58200.0,4850.0,Employed,3.3,Associate,Married,11000.0,Debt Consolidation,11.03,60,737.0,0.11,0,2,0,6400.0,2279.12,Mortgage,0,Low Risk
23,Female,157000.0,13083.33,Employed,2.1,Master,Married,76500.0,Business,7.92,24,,0.07,0,6,0,150000.0,4695.49,Rent,0,Low Risk
41,Female,95800.0,7983.33,Employed,14.1,Bachelor,Single,38300.0,Home Improvement,23.82,24,577.0,0.14,1,3,0,12200.0,3091.78,Mortgage,2,Medium Risk
37,Male,131100.0,10925.0,Employed,12.6,Bachelor,Married,44200.0,Debt Consolidation,23.87,36,577.0,0.09,0,2,0,13400.0,3836.04,Rent,1,High Risk
70,Female,16400.0,1366.67,Retired,18.0,High School,Married,5000.0,Business,15.06,24,636.0,0.13,0,3,0,300.0,1176.37,Mortgage,0,Medium Risk
40,Female,153700.0,12808.33,Self-Employed,20.5,Bachelor,Divorced,4500.0,Debt Consolidation,18.27,24,652.0,0.14,1,4,0,68000.0,6291.06,Own,4,Medium Risk
31,Female,142500.0,11875.0,Employed,6.4,Bachelor,Divorced,3100.0,Home Improvement,19.46,36,484.0,0.11,0,2,0,12800.0,4010.83,Mortgage,2,Medium Risk
71,Female,19200.0,1600.0,Retired,35.0,High School,Single,5600.0,Debt Consolidation,14.24,24,612.0,0.4,2,2,0,600.0,1243.6,Mortgage,1,High Risk
24,Male,38300.0,3191.67,Employed,1.4,High School,Divorced,5000.0,Education,24.31,24,559.0,0.16,1,2,0,40500.0,2335.66,Rent,0,Medium Risk
35,Female,55100.0,4591.67,Self-Employed,15.2,High School,Single,6500.0,Education,25.32,60,535.0,0.21,1,3,0,,1970.83,Mortgage,2,High Risk
61,Male,182000.0,15166.67,Employed,38.4,Doctorate,Single,18600.0,Education,16.46,36,624.0,0.08,1,6,0,33700.0,5191.78,Mortgage,0,Medium Risk
57,Female,45600.0,3800.0,Employed,38.5,Associate,Married,16500.0,Home Improvement,13.47,24,707.0,0.27,2,3,0,8400.0,2105.98,Mortgage,0,Medium Risk
25,Female,125700.0,10475.0,Employed,4.1,Master,Married,35800.0,Personal,17.99,24,640.0,0.15,2,5,1,9700.0,5446.78,Rent,4,High Risk
21,Male,17500.0,1458.33,Self-Employed,1.9,High School,Married,4500.0,Education,23.67,12,553.0,0.26,0,6,0,2600.0,1224.98,Rent,1,High Risk
28,Male,109500.0,9125.0,Employed,2.2,Bachelor,Single,4900.0,Home Improvement,21.72,24,524.0,0.11,1,4,3,600.0,4848.62,Own,2,High Risk
